,vdate,num_ospedalizzazioni,final_dg,pressione_mb,mean_temp,min_temp,max_temp,humidity,mean_wind,max_wind,diff_temp,var_press
716,2015-12-18,2,0,1029.0,7.0,2.0,10.0,92.0,3.0,6.0,8.0,5.5
717,2015-12-19,0,0,1028.0,9.0,4.0,15.0,92.0,3.0,6.0,11.0,8.5
718,2015-12-20,0,0,1030.0,5.0,1.0,6.0,100.0,3.0,6.0,5.0,7.0
719,2015-12-21,0,0,1034.0,7.0,4.0,10.0,95.0,4.0,7.0,6.0,6.0
720,2015-12-22,4,0,1036.0,9.0,8.0,10.0,98.0,3.0,6.0,2.0,4.5
721,2015-12-23,2,0,1033.0,11.0,9.0,15.0,92.0,5.0,9.0,6.0,5.5
722,2015-12-24,2,1,1033.0,11.0,9.0,14.0,90.0,4.0,7.0,5.0,6.0
723,2015-12-25,0,0,1035.0,9.0,5.0,15.0,94.0,3.0,7.0,10.0,8.5
724,2015-12-26,0,0,1034.0,5.0,2.0,6.0,100.0,3.0,6.0,4.0,9.5
725,2015-12-27,0,0,1034.0,4.0,3.0,5.0,100.0,3.0,6.0,2.0,7.0
726,2015-12-28,1,0,1033.0,4.0,2.0,5.0,100.0,3.0,6.0,3.0,7.0
727,2015-12-29,0,0,1029.0,7.0,4.0,14.0,91.0,4.0,11.0,10.0,9.0
728,2015-12-30,1,1,1028.0,6.0,1.0,13.0,76.0,7.0,17.0,12.0,6.0
729,2015-12-31,2,0,1027.0,6.0,1.0,10.0,64.0,5.0,13.0,9.0,6.0
730,2016-01-01,2,0,1026.0,4.0,-1.0,12.0,79.0,3.0,7.0,13.0,7.0
731,2016-01-02,0,0,1016.0,7.0,5.0,8.0,97.0,4.0,9.0,3.0,16.0
732,2016-01-03,0,0,1008.0,7.0,4.0,10.0,82.0,7.0,22.0,6.0,13.0
733,2016-01-04,3,0,999.0,6.0,4.0,10.0,97.0,5.0,9.0,6.0,14.0
734,2016-01-05,0,0,1000.0,8.0,6.0,11.0,99.0,5.0,13.0,5.0,8.0
735,2016-01-06,0,0,1000.0,7.0,5.0,9.0,95.0,6.0,11.0,4.0,7.0
736,2016-01-07,3,0,1005.0,7.0,4.0,9.0,96.0,5.0,9.0,5.0,10.0
737,2016-01-08,1,0,1008.0,9.0,8.0,10.0,100.0,4.0,7.0,2.0,11.0
738,2016-01-09,0,0,1007.0,12.0,8.0,16.0,93.0,5.0,11.0,8.0,7.0
739,2016-01-10,2,0,1005.0,14.0,10.0,17.0,81.0,13.0,24.0,7.0,10.5
740,2016-01-11,0,0,1002.0,14.0,8.0,17.0,77.0,18.0,32.0,9.0,16.5
741,2016-01-12,3,0,1006.0,12.0,10.0,14.0,64.0,15.0,28.0,4.0,10.0
742,2016-01-13,0,0,1014.0,9.0,4.0,15.0,66.0,6.0,13.0,11.0,11.5
743,2016-01-14,1,0,1015.0,6.0,2.0,8.0,94.0,6.0,13.0,6.0,12.5
744,2016-01-15,4,0,1009.0,7.0,-1.0,12.0,72.0,6.0,17.0,13.0,10.0
745,2016-01-16,0,0,1012.0,5.0,-1.0,9.0,59.0,11.0,30.0,10.0,9.0
746,2016-01-17,0,0,1016.0,3.0,-3.0,9.0,52.0,7.0,22.0,12.0,6.0
747,2016-01-18,1,0,1019.0,3.0,-3.0,8.0,41.0,6.0,11.0,11.0,9.0
748,2016-01-19,1,0,1016.0,1.0,-6.0,9.0,62.0,4.0,9.0,15.0,8.0
749,2016-01-20,1,0,1018.0,0.0,-6.0,5.0,77.0,4.0,13.0,11.0,6.0
750,2016-01-21,0,0,1021.0,2.0,-4.0,11.0,82.0,3.0,9.0,15.0,13.0
751,2016-01-22,0,0,1030.0,3.0,-4.0,12.0,76.0,4.0,9.0,16.0,7.0
752,2016-01-23,1,1,1032.0,1.0,-3.0,6.0,92.0,3.0,9.0,9.0,7.0
753,2016-01-24,1,1,1035.0,2.0,-5.0,11.0,84.0,4.0,9.0,16.0,9.0
754,2016-01-25,0,0,1034.0,5.0,0.0,12.0,88.0,3.0,6.0,12.0,4.0
755,2016-01-26,2,1,1032.0,9.0,5.0,14.0,88.0,3.0,9.0,9.0,6.0
756,2016-01-27,1,0,1030.0,11.0,10.0,13.0,93.0,6.0,17.0,3.0,7.0
757,2016-01-28,0,0,1030.0,11.0,10.0,13.0,95.0,5.0,9.0,3.0,5.5
758,2016-01-29,2,0,1032.0,11.0,9.0,15.0,88.0,5.0,11.0,6.0,6.5
759,2016-01-30,2,0,1029.0,12.0,10.0,16.0,83.0,11.0,28.0,6.0,10.0
760,2016-01-31,4,0,1020.0,12.0,11.0,13.0,87.0,8.0,19.0,2.0,10.0
761,2016-02-01,0,0,1024.0,13.0,7.0,18.0,84.0,5.0,9.0,11.0,12.0
762,2016-02-02,2,0,1027.0,10.0,5.0,13.0,97.0,3.0,6.0,8.0,8.0
763,2016-02-03,0,0,1017.0,12.0,7.0,14.0,87.0,8.0,24.0,7.0,16.0
764,2016-02-04,2,0,1022.0,8.0,2.0,14.0,61.0,9.0,19.0,12.0,10.0
765,2016-02-05,1,0,1026.0,6.0,-2.0,15.0,77.0,3.0,7.0,17.0,10.0
766,2016-02-06,1,0,1029.0,6.0,-1.0,14.0,86.0,4.0,13.0,15.0,8.0
767,2016-02-07,0,0,1013.0,12.0,12.0,13.0,77.0,20.0,22.0,1.0,14.5
768,2016-02-08,2,0,1016.0,12.0,10.0,15.0,83.0,10.0,22.0,5.0,8.5
769,2016-02-09,0,0,1012.0,13.0,10.0,16.0,75.0,12.0,28.0,6.0,22.5
770,2016-02-10,0,0,999.0,11.0,5.0,13.0,57.0,23.0,37.0,8.0,12.5
771,2016-02-11,0,0,1008.0,7.0,1.0,14.0,67.0,6.0,17.0,13.0,6.0
772,2016-02-12,0,0,1004.0,8.0,6.0,13.0,92.0,8.0,19.0,7.0,13.0
773,2016-02-13,0,0,998.0,10.0,7.0,13.0,83.0,8.0,20.0,6.0,9.0
774,2016-02-14,1,0,994.0,12.0,9.0,15.0,84.0,10.0,26.0,6.0,14.5
775,2016-02-15,2,0,1002.0,8.0,6.0,11.0,92.0,6.0,15.0,5.0,17.5
776,2016-02-16,1,0,1016.0,10.0,7.0,13.0,81.0,12.0,35.0,6.0,16.0
777,2016-02-17,0,0,1018.0,8.0,6.0,9.0,92.0,6.0,19.0,3.0,10.0
778,2016-02-18,2,1,1015.0,8.0,3.0,13.0,84.0,6.0,15.0,10.0,11.0
779,2016-02-19,1,0,1018.0,9.0,6.0,13.0,79.0,10.0,24.0,7.0,9.0
780,2016-02-20,0,0,1025.0,8.0,2.0,14.0,74.0,7.0,20.0,12.0,11.0
781,2016-02-21,0,0,1025.0,10.0,5.0,13.0,78.0,8.0,15.0,8.0,8.0
782,2016-02-22,0,0,1022.0,11.0,5.0,17.0,81.0,7.0,11.0,12.0,11.0
783,2016-02-23,0,0,1013.0,12.0,10.0,16.0,83.0,7.0,22.0,6.0,12.0
784,2016-02-24,0,0,1013.0,12.0,9.0,17.0,80.0,5.0,15.0,8.0,8.0
785,2016-02-25,1,1,1010.0,11.0,8.0,14.0,90.0,6.0,22.0,6.0,5.0
786,2016-02-26,0,0,1009.0,9.0,7.0,13.0,91.0,5.0,15.0,6.0,7.0
787,2016-02-27,1,1,1006.0,10.0,7.0,14.0,87.0,11.0,26.0,7.0,7.0
788,2016-02-28,0,0,1003.0,12.0,9.0,15.0,77.0,15.0,33.0,6.0,16.5
789,2016-02-29,1,1,1002.0,10.0,7.0,13.0,83.0,13.0,26.0,6.0,15.5
790,2016-03-01,0,0,1011.0,9.0,2.0,16.0,80.0,7.0,17.0,14.0,9.0
791,2016-03-02,1,0,1009.0,10.0,3.0,16.0,79.0,8.0,17.0,13.0,18.0
792,2016-03-03,1,0,997.0,8.0,6.0,12.0,68.0,12.0,28.0,6.0,13.0
793,2016-03-04,1,0,1006.0,9.0,2.0,14.0,60.0,7.0,19.0,12.0,8.0
794,2016-03-05,0,0,1001.0,11.0,6.0,16.0,74.0,18.0,33.0,10.0,15.0
795,2016-03-06,0,0,1001.0,8.0,5.0,12.0,83.0,9.0,20.0,7.0,8.0
796,2016-03-07,1,0,1002.0,7.0,4.0,12.0,85.0,7.0,19.0,8.0,6.0
797,2016-03-08,2,0,1007.0,6.0,3.0,9.0,88.0,8.0,15.0,6.0,6.0
798,2016-03-09,2,0,1007.0,7.0,2.0,11.0,77.0,8.0,17.0,9.0,7.0
799,2016-03-10,1,0,1008.0,10.0,6.0,14.0,59.0,12.0,26.0,8.0,11.0
800,2016-03-11,2,0,1014.0,11.0,9.0,14.0,60.0,13.0,26.0,5.0,5.0
801,2016-03-12,0,0,1016.0,12.0,11.0,15.0,56.0,16.0,26.0,4.0,6.0
802,2016-03-13,2,0,1017.0,11.0,10.0,12.0,56.0,17.0,24.0,2.0,8.0
803,2016-03-14,2,0,1020.0,11.0,7.0,14.0,55.0,13.0,24.0,7.0,6.0
804,2016-03-15,0,0,1016.0,11.0,6.0,16.0,47.0,8.0,13.0,10.0,11.0
805,2016-03-16,1,0,1018.0,11.0,8.0,14.0,54.0,20.0,32.0,6.0,12.0
806,2016-03-17,0,0,1022.0,11.0,8.0,15.0,59.0,14.0,32.0,7.0,6.0
807,2016-03-18,2,0,1017.0,12.0,5.0,20.0,55.0,7.0,15.0,15.0,10.0
808,2016-03-19,0,0,1017.0,10.0,3.0,18.0,75.0,8.0,17.0,15.0,5.0
809,2016-03-20,0,0,1018.0,12.0,7.0,17.0,79.0,5.0,15.0,10.0,11.0
810,2016-03-21,1,0,1013.0,12.0,9.0,18.0,85.0,4.0,11.0,9.0,8.0
811,2016-03-22,1,0,1002.0,14.0,8.0,18.0,64.0,22.0,48.0,10.0,14.0
812,2016-03-23,1,0,996.0,11.0,8.0,14.0,49.0,16.0,28.0,6.0,11.0
813,2016-03-24,1,0,1007.0,12.0,6.0,17.0,35.0,14.0,22.0,11.0,14.0
814,2016-03-25,2,0,1016.0,10.0,1.0,17.0,51.0,6.0,15.0,16.0,9.0
815,2016-03-26,1,0,1017.0,12.0,3.0,20.0,62.0,6.0,13.0,17.0,8.0
816,2016-03-27,1,1,1017.0,11.0,6.0,18.0,73.0,8.0,20.0,12.0,7.0
817,2016-03-28,0,0,1015.0,12.0,10.0,17.0,84.0,8.0,24.0,7.0,6.0
818,2016-03-29,1,0,1017.0,14.0,10.0,19.0,69.0,10.0,20.0,9.0,11.0
819,2016-03-30,0,0,1020.0,15.0,9.0,21.0,76.0,7.0,15.0,12.0,9.5
820,2016-03-31,1,0,1017.0,16.0,9.0,23.0,70.0,5.0,11.0,14.0,13.5
821,2016-04-01,1,0,1014.0,16.0,10.0,22.0,67.0,7.0,17.0,12.0,11.0
822,2016-04-02,1,0,1016.0,16.0,10.0,24.0,68.0,6.0,14.0,14.0,11.0
823,2016-04-03,0,0,1017.0,16.0,9.0,25.0,68.0,4.0,11.0,16.0,7.0
824,2016-04-04,1,0,1014.0,18.0,11.0,25.0,62.0,8.0,19.0,14.0,10.0
825,2016-04-05,0,0,1011.0,17.0,10.0,25.0,59.0,5.0,9.0,15.0,7.0
826,2016-04-06,2,1,1010.0,18.0,9.0,27.0,57.0,5.0,11.0,18.0,10.0
827,2016-04-07,0,0,1006.0,17.0,9.0,26.0,59.0,5.0,11.0,17.0,8.0
828,2016-04-08,0,0,1002.0,15.0,12.0,17.0,77.0,6.0,11.0,5.0,6.0
829,2016-04-09,1,1,1004.0,12.0,7.0,16.0,78.0,7.0,19.0,9.0,6.0
830,2016-04-10,0,0,1010.0,13.0,8.0,18.0,72.0,8.0,18.0,11.0,8.0
831,2016-04-11,0,0,1015.0,14.0,8.0,21.0,65.0,8.0,17.0,13.0,8.0
832,2016-04-12,0,0,1015.0,15.0,8.0,22.0,70.0,6.0,11.0,14.0,10.0
833,2016-04-13,0,0,1010.0,16.0,10.0,22.0,74.0,9.0,22.0,12.0,8.0
834,2016-04-14,0,0,1011.0,16.0,10.0,21.0,66.0,12.0,20.0,11.0,9.0
835,2016-04-15,2,0,1015.0,15.0,7.0,23.0,62.0,9.0,20.0,16.0,6.0
836,2016-04-16,1,0,1014.0,16.0,7.0,24.0,64.0,8.0,17.0,17.0,7.5
837,2016-04-17,0,0,1013.0,18.0,12.0,23.0,67.0,8.0,15.0,11.0,10.5
838,2016-04-18,2,0,1015.0,16.0,11.0,22.0,65.0,11.0,24.0,11.0,6.0
839,2016-04-19,1,0,1016.0,16.0,8.0,21.0,56.0,12.0,26.0,13.0,8.0
840,2016-04-20,3,0,1022.0,16.0,7.0,24.0,50.0,11.0,30.0,17.0,10.0
841,2016-04-21,0,0,1022.0,16.0,5.0,25.0,51.0,7.0,19.0,20.0,9.0
842,2016-04-22,0,0,1017.0,16.0,12.0,21.0,67.0,8.0,19.0,9.0,14.0
843,2016-04-23,0,0,1008.0,13.0,12.0,15.0,91.0,6.0,15.0,3.0,11.0
844,2016-04-24,1,0,1001.0,13.0,11.0,17.0,86.0,7.0,19.0,6.0,5.0
845,2016-04-25,1,0,1007.0,11.0,7.0,17.0,56.0,10.0,20.0,10.0,9.0
846,2016-04-26,0,0,1009.0,10.0,5.0,16.0,75.0,10.0,24.0,11.0,8.0
847,2016-04-27,2,1,1009.0,13.0,8.0,17.0,62.0,16.0,35.0,9.0,9.0
848,2016-04-28,1,0,1013.0,12.0,8.0,18.0,76.0,6.0,11.0,10.0,7.5
849,2016-04-29,2,0,1016.0,14.0,5.0,22.0,68.0,6.0,15.0,17.0,5.5
850,2016-04-30,0,0,1015.0,14.0,7.0,23.0,79.0,5.0,15.0,16.0,8.0
851,2016-05-01,1,1,1010.0,14.0,10.0,19.0,72.0,8.0,24.0,9.0,8.0
852,2016-05-02,1,0,1011.0,14.0,12.0,17.0,69.0,11.0,20.0,5.0,9.0
853,2016-05-03,0,0,1013.0,17.0,10.0,24.0,61.0,9.0,22.0,14.0,8.0
854,2016-05-04,0,0,1016.0,17.0,11.0,24.0,61.0,7.0,17.0,13.0,8.0
855,2016-05-05,0,0,1019.0,17.0,12.0,21.0,51.0,13.0,26.0,9.0,9.5
856,2016-05-06,0,0,1017.0,17.0,9.0,25.0,56.0,7.0,19.0,16.0,9.5
857,2016-05-07,0,0,1013.0,17.0,8.0,25.0,67.0,7.0,17.0,17.0,7.0
858,2016-05-08,0,0,1014.0,17.0,13.0,22.0,77.0,6.0,19.0,9.0,7.0
859,2016-05-09,0,0,1016.0,18.0,14.0,25.0,75.0,5.0,9.0,11.0,8.0
860,2016-05-10,0,0,1014.0,20.0,14.0,24.0,69.0,6.0,15.0,10.0,11.0
861,2016-05-11,1,0,1006.0,18.0,16.0,20.0,87.0,5.0,11.0,4.0,13.0
862,2016-05-12,1,0,1002.0,17.0,14.0,20.0,72.0,16.0,33.0,6.0,6.0
863,2016-05-13,1,0,1001.0,17.0,15.0,20.0,65.0,14.0,32.0,5.0,6.0
864,2016-05-14,0,0,1004.0,17.0,13.0,23.0,76.0,8.0,17.0,10.0,8.5
865,2016-05-15,4,0,1010.0,16.0,13.0,22.0,82.0,6.0,22.0,9.0,10.5
866,2016-05-16,1,0,1016.0,16.0,10.0,22.0,69.0,7.0,19.0,12.0,7.0
867,2016-05-17,0,0,1016.0,16.0,10.0,23.0,64.0,6.0,15.0,13.0,5.0
868,2016-05-18,1,0,1016.0,17.0,9.0,23.0,66.0,9.0,20.0,14.0,6.5
869,2016-05-19,5,1,1010.0,15.0,13.0,22.0,79.0,13.0,28.0,9.0,15.5
870,2016-05-20,1,0,1015.0,17.0,12.0,23.0,61.0,10.0,19.0,11.0,10.0
871,2016-05-21,2,0,1019.0,19.0,9.0,27.0,60.0,8.0,20.0,18.0,6.0
872,2016-05-22,0,0,1017.0,19.0,10.0,28.0,55.0,7.0,13.0,18.0,7.0
873,2016-05-23,1,0,1012.0,16.0,12.0,20.0,69.0,14.0,35.0,8.0,10.0
874,2016-05-24,0,0,1011.0,16.0,9.0,22.0,71.0,11.0,24.0,13.0,8.0
875,2016-05-25,3,0,1015.0,17.0,11.0,23.0,64.0,8.0,17.0,12.0,4.0
876,2016-05-26,0,0,1016.0,19.0,11.0,27.0,61.0,6.0,11.0,16.0,5.0
877,2016-05-27,0,0,1015.0,22.0,13.0,30.0,59.0,7.0,17.0,17.0,7.0
878,2016-05-28,0,0,1013.0,22.0,14.0,30.0,53.0,7.0,24.0,16.0,6.0
879,2016-05-29,2,0,1010.0,19.0,16.0,22.0,78.0,10.0,24.0,6.0,19.5
880,2016-05-30,0,0,1012.0,19.0,15.0,24.0,61.0,15.0,33.0,9.0,8.5
881,2016-05-31,1,0,1015.0,18.0,12.0,22.0,69.0,13.0,26.0,10.0,5.0
882,2016-06-01,3,0,1015.0,17.0,13.0,22.0,78.0,7.0,17.0,9.0,5.0
883,2016-06-02,0,0,1013.0,17.0,15.0,20.0,88.0,8.0,19.0,5.0,4.0
884,2016-06-03,2,0,1013.0,18.0,15.0,22.0,81.0,7.0,15.0,7.0,4.0
885,2016-06-04,1,0,1013.0,19.0,16.0,23.0,77.0,6.0,13.0,7.0,8.0
886,2016-06-05,2,0,1015.0,20.0,16.0,26.0,68.0,8.0,19.0,10.0,8.0
887,2016-06-06,0,0,1018.0,19.0,13.0,26.0,80.0,6.0,20.0,13.0,4.0
888,2016-06-07,1,0,1019.0,21.0,14.0,29.0,73.0,7.0,22.0,15.0,7.0
889,2016-06-08,4,0,1017.0,20.0,17.0,27.0,83.0,7.0,24.0,10.0,8.0
890,2016-06-09,1,0,1011.0,19.0,17.0,24.0,82.0,6.0,11.0,7.0,6.0
891,2016-06-10,1,0,1010.0,22.0,17.0,26.0,67.0,7.0,15.0,9.0,6.0
892,2016-06-11,0,0,1012.0,22.0,17.0,27.0,71.0,10.0,24.0,10.0,9.0
893,2016-06-12,0,0,1009.0,21.0,17.0,26.0,76.0,8.0,22.0,9.0,9.0
894,2016-06-13,0,0,1005.0,21.0,16.0,26.0,76.0,7.0,20.0,10.0,6.0
895,2016-06-14,0,0,1002.0,20.0,17.0,24.0,77.0,9.0,24.0,7.0,7.0
896,2016-06-15,0,0,1005.0,20.0,15.0,25.0,65.0,11.0,24.0,10.0,8.0
897,2016-06-16,2,0,1004.0,23.0,14.0,31.0,64.0,9.0,22.0,17.0,12.5
898,2016-06-17,0,0,1014.0,21.0,15.0,25.0,61.0,16.0,32.0,10.0,11.5
899,2016-06-18,0,0,1018.0,20.0,13.0,26.0,63.0,10.0,20.0,13.0,4.0
900,2016-06-19,0,0,1015.0,19.0,16.0,24.0,71.0,7.0,15.0,8.0,7.0
901,2016-06-20,0,0,1017.0,20.0,13.0,25.0,67.0,7.0,17.0,12.0,6.0
902,2016-06-21,2,0,1021.0,21.0,13.0,29.0,63.0,7.0,20.0,16.0,5.0
903,2016-06-22,2,0,1021.0,25.0,15.0,31.0,54.0,9.0,22.0,16.0,6.0
904,2016-06-23,0,0,1019.0,27.0,18.0,33.0,55.0,9.0,22.0,15.0,6.0
905,2016-06-24,0,0,1015.0,28.0,19.0,35.0,59.0,6.0,15.0,16.0,8.0
906,2016-06-25,0,0,1012.0,26.0,21.0,32.0,66.0,9.0,22.0,11.0,7.0
907,2016-06-26,0,0,1013.0,26.0,18.0,32.0,56.0,10.0,24.0,14.0,4.0
908,2016-06-27,0,0,1014.0,23.0,16.0,28.0,55.0,10.0,19.0,12.0,8.0
909,2016-06-28,1,0,1016.0,24.0,16.0,32.0,59.0,7.0,20.0,16.0,6.0
910,2016-06-29,0,0,1015.0,25.0,17.0,32.0,55.0,7.0,15.0,15.0,7.0
911,2016-06-30,0,0,1015.0,25.0,19.0,32.0,54.0,8.0,19.0,13.0,6.0
912,2016-07-01,0,0,1017.0,26.0,18.0,32.0,56.0,8.0,19.0,14.0,6.0
913,2016-07-02,1,0,1016.0,25.0,17.0,32.0,61.0,10.0,26.0,15.0,8.0
914,2016-07-03,1,0,1015.0,25.0,19.0,31.0,52.0,9.0,22.0,12.0,3.5
915,2016-07-04,1,0,1016.0,25.0,16.0,32.0,51.0,9.0,19.0,16.0,3.5
916,2016-07-05,0,0,1014.0,27.0,19.0,34.0,53.0,8.0,22.0,15.0,11.0
917,2016-07-06,0,0,1013.0,27.0,21.0,34.0,59.0,6.0,17.0,13.0,9.0
918,2016-07-07,0,0,1016.0,28.0,20.0,36.0,56.0,7.0,19.0,16.0,7.0
919,2016-07-08,0,0,1018.0,27.0,19.0,34.0,55.0,9.0,20.0,15.0,7.0
920,2016-07-09,0,0,1017.0,28.0,21.0,34.0,57.0,7.0,15.0,13.0,5.0
921,2016-07-10,0,0,1015.0,29.0,21.0,37.0,50.0,7.0,15.0,16.0,6.0
922,2016-07-11,0,0,1014.0,29.0,20.0,36.0,47.0,8.0,17.0,16.0,6.0
923,2016-07-12,0,0,1012.0,29.0,22.0,35.0,50.0,9.0,20.0,13.0,4.0
924,2016-07-13,0,0,1010.0,26.0,22.0,32.0,59.0,12.0,26.0,10.0,11.0
925,2016-07-14,0,0,1010.0,24.0,18.0,30.0,49.0,9.0,19.0,12.0,6.0
926,2016-07-15,1,0,1014.0,22.0,18.0,25.0,50.0,15.0,33.0,7.0,10.0
927,2016-07-16,1,0,1017.0,24.0,14.0,30.0,46.0,8.0,17.0,16.0,9.0
928,2016-07-17,0,0,1020.0,24.0,14.0,32.0,50.0,9.0,20.0,18.0,9.0
929,2016-07-18,1,0,1021.0,25.0,16.0,34.0,55.0,9.0,22.0,18.0,8.0
930,2016-07-19,0,0,1019.0,27.0,18.0,36.0,49.0,8.0,20.0,18.0,7.0
931,2016-07-20,0,0,1017.0,28.0,19.0,36.0,54.0,9.0,22.0,17.0,6.0
932,2016-07-21,0,0,1016.0,26.0,17.0,34.0,52.0,8.0,19.0,17.0,6.0
933,2016-07-22,0,0,1014.0,27.0,18.0,36.0,43.0,7.0,20.0,18.0,6.0
934,2016-07-23,0,0,1015.0,27.0,21.0,34.0,57.0,7.0,15.0,13.0,12.0
935,2016-07-24,0,0,1014.0,29.0,24.0,35.0,48.0,10.0,20.0,11.0,10.5
936,2016-07-25,0,0,1014.0,26.0,22.0,35.0,64.0,6.0,17.0,13.0,9.5
937,2016-07-26,0,0,1014.0,27.0,20.0,36.0,66.0,7.0,19.0,16.0,8.0
938,2016-07-27,0,0,1014.0,28.0,20.0,37.0,61.0,7.0,32.0,17.0,7.0
939,2016-07-28,1,1,1014.0,28.0,22.0,36.0,56.0,7.0,15.0,14.0,10.0
940,2016-07-29,0,0,1015.0,28.0,20.0,35.0,55.0,8.0,20.0,15.0,7.0
941,2016-07-30,0,0,1015.0,28.0,20.0,34.0,57.0,10.0,20.0,14.0,3.0
942,2016-07-31,0,0,1013.0,28.0,20.0,35.0,55.0,9.0,19.0,15.0,7.0
943,2016-08-01,3,0,1012.0,27.0,22.0,34.0,64.0,7.0,35.0,12.0,8.0
944,2016-08-02,0,0,1015.0,28.0,21.0,34.0,59.0,6.0,17.0,13.0,8.0
945,2016-08-03,1,1,1015.0,29.0,21.0,36.0,57.0,7.0,15.0,15.0,8.5
946,2016-08-04,1,0,1013.0,29.0,22.0,36.0,54.0,9.0,22.0,14.0,9.5
947,2016-08-05,0,0,1012.0,26.0,20.0,31.0,62.0,10.0,22.0,11.0,9.0
948,2016-08-06,0,0,1016.0,25.0,20.0,30.0,49.0,12.0,24.0,10.0,11.0
949,2016-08-07,0,0,1021.0,27.0,21.0,32.0,43.0,16.0,30.0,11.0,4.0
950,2016-08-08,0,0,1018.0,28.0,23.0,33.0,37.0,10.0,22.0,10.0,6.0
951,2016-08-09,1,0,1014.0,26.0,17.0,35.0,47.0,7.0,19.0,18.0,7.0
952,2016-08-10,0,0,1011.0,26.0,19.0,33.0,54.0,7.0,19.0,14.0,8.0
953,2016-08-11,0,0,1017.0,24.0,18.0,29.0,44.0,15.0,37.0,11.0,11.0
954,2016-08-12,0,0,1023.0,24.0,16.0,30.0,43.0,12.0,22.0,14.0,7.0
955,2016-08-13,1,0,1023.0,25.0,16.0,33.0,42.0,10.0,19.0,17.0,4.0
956,2016-08-14,0,0,1021.0,27.0,17.0,36.0,45.0,6.0,17.0,19.0,6.0
957,2016-08-15,0,0,1019.0,27.0,18.0,35.0,50.0,9.0,22.0,17.0,8.0
958,2016-08-16,0,0,1016.0,26.0,18.0,34.0,53.0,11.0,24.0,16.0,8.0
959,2016-08-17,0,0,1012.0,26.0,20.0,31.0,63.0,12.0,22.0,11.0,10.0
960,2016-08-18,1,0,1011.0,27.0,22.0,32.0,66.0,9.0,22.0,10.0,7.0
961,2016-08-19,1,0,1012.0,27.0,23.0,33.0,68.0,8.0,17.0,10.0,8.0
962,2016-08-20,0,0,1014.0,28.0,20.0,35.0,59.0,7.0,19.0,15.0,7.0
963,2016-08-21,0,0,1014.0,27.0,22.0,34.0,59.0,8.0,19.0,12.0,4.0
964,2016-08-22,0,0,1020.0,26.0,22.0,31.0,41.0,15.0,32.0,9.0,10.0
965,2016-08-23,0,0,1022.0,26.0,16.0,32.0,36.0,13.0,28.0,16.0,6.0
966,2016-08-24,0,0,1020.0,28.0,23.0,34.0,36.0,14.0,30.0,11.0,7.0
967,2016-08-25,0,0,1018.0,28.0,23.0,34.0,40.0,13.0,24.0,11.0,9.0
968,2016-08-26,0,0,1018.0,29.0,20.0,35.0,38.0,11.0,20.0,15.0,5.0
969,2016-08-27,0,0,1019.0,27.0,17.0,36.0,46.0,6.0,17.0,19.0,6.0
970,2016-08-28,2,0,1019.0,26.0,17.0,34.0,54.0,8.0,20.0,17.0,6.0
971,2016-08-29,1,0,1017.0,27.0,21.0,33.0,62.0,9.0,19.0,12.0,9.0
972,2016-08-30,0,0,1017.0,26.0,21.0,33.0,69.0,8.0,22.0,12.0,8.0
973,2016-08-31,0,0,1018.0,25.0,21.0,32.0,71.0,10.0,22.0,11.0,9.0
974,2016-09-01,0,0,1019.0,26.0,17.0,35.0,60.0,7.0,15.0,18.0,8.0
975,2016-09-02,1,0,1018.0,27.0,18.0,36.0,52.0,7.0,19.0,18.0,5.5
976,2016-09-03,3,0,1018.0,27.0,19.0,35.0,56.0,7.0,20.0,16.0,6.5
977,2016-09-04,2,0,1017.0,26.0,20.0,33.0,65.0,9.0,22.0,13.0,8.0
978,2016-09-05,0,0,1012.0,28.0,24.0,34.0,60.0,7.0,20.0,10.0,9.0
979,2016-09-06,0,0,1016.0,25.0,19.0,33.0,49.0,13.0,43.0,14.0,14.0
980,2016-09-07,0,0,1016.0,24.0,21.0,28.0,55.0,17.0,26.0,7.0,9.0
981,2016-09-08,0,0,1013.0,27.0,23.0,31.0,49.0,12.0,20.0,8.0,8.0
982,2016-09-09,0,0,1013.0,27.0,20.0,32.0,49.0,10.0,22.0,12.0,6.0
983,2016-09-10,1,0,1013.0,27.0,20.0,33.0,47.0,9.0,20.0,13.0,6.0
984,2016-09-11,0,0,1015.0,27.0,20.0,33.0,51.0,10.0,24.0,13.0,8.0
985,2016-09-12,1,0,1017.0,27.0,19.0,34.0,51.0,9.0,20.0,15.0,7.0
986,2016-09-13,0,0,1015.0,25.0,18.0,35.0,60.0,6.0,19.0,17.0,7.0
987,2016-09-14,0,0,1014.0,25.0,17.0,33.0,62.0,7.0,24.0,16.0,8.0
988,2016-09-15,0,0,1016.0,22.0,19.0,27.0,80.0,6.0,17.0,8.0,8.0
989,2016-09-16,0,0,1014.0,21.0,19.0,24.0,92.0,7.0,19.0,5.0,10.0
990,2016-09-17,0,0,1012.0,21.0,18.0,26.0,77.0,8.0,19.0,8.0,6.0
991,2016-09-18,0,0,1011.0,20.0,17.0,24.0,80.0,5.0,11.0,7.0,10.0
992,2016-09-19,0,0,1010.0,21.0,15.0,28.0,71.0,7.0,15.0,13.0,7.0
993,2016-09-20,2,0,1012.0,22.0,16.0,28.0,71.0,6.0,15.0,12.0,8.0
